CustomerID,SatisfactionScore,CLTV
8338-QIUNR,3,4397
1525-LNLOJ,5,4186
9450-TRJUU,4,2332
1766-GKNMI,3,4388
6942-LBFDP,3,5629
1456-TWCGB,3,3272
7596-ZYWBB,4,4372
3014-WJKSM,4,4910
3347-YJZZE,4,4558
7929-DMBCV,3,4741
9661-JALZV,4,5138
5433-KYGHE,3,5494
4312-KFRXN,3,5512
5575-TPIZQ,3,5593
0114-IGABW,5,5224
9944-AEXBM,3,2383
1853-ARAAQ,5,2510
4697-LUPSU,3,3866
8434-VGEQQ,4,4446
4950-HKQTE,4,5676
6786-OBWQR,5,5109
2753-JMMCV,3,4774
6621-YOBKI,4,2303
1216-JWVUX,3,5985
7564-GHCVB,3,4689
1173-NOEYG,4,5750
7595-EHCDL,3,3087
6647-ZEDXT,4,4983
2521-NPUZR,3,5025
4381-MHQDC,3,3286
6923-JHPMP,4,5602
4018-PPNDW,4,5970
1635-FJFCC,5,5846
6425-JWTDV,4,2282
8405-IGQFX,3,4039
8224-IVVPA,3,4472
9477-LGWQI,3,5715
1410-RSCMR,3,3459
3115-CZMZD,4,5504
0139-IVFJG,3,5361
5730-DBDSI,3,4601
0030-FNXPP,4,5634
5684-FJVYR,3,5794
4013-GUXND,4,3678
1266-NZYUI,3,6264
7969-FFOWG,4,6312
4718-DHSMV,5,2534
5175-WLYXL,5,2444
7817-OMJNA,5,5068
8728-SKJLR,3,3277
3137-NYQQI,4,3546
7706-DZNKK,4,2642
8823-RLPWL,4,4259
9505-SQFSW,4,5651
3758-CKOQL,4,4620
5676-CFLYY,5,5124
7521-AFHAB,3,2492
0285-INHLN,3,3519
5125-CNDSP,3,6406
4992-LTJNE,4,6259
2202-OUTMO,4,3012
0810-BDHAW,3,2506
0229-LFJAF,5,4262
7131-ZQZNK,5,5790
3442-ZHHCC,4,5355
5726-CVNYA,5,3260
9871-ELEYA,3,4263
4257-GAESD,5,2270
5173-WXOQV,4,4369
2040-OBMLJ,5,4850
6286-ZHAOK,4,3235
3807-XHCJH,4,2358
8859-AXJZP,5,3970
3174-AKMAS,4,4699
9926-PJHDQ,3,5120
7382-DFJTU,4,2110
2798-NYLMZ,3,4111
8098-TDCBU,4,3052
3551-GAEGL,4,4697
3196-NVXLZ,3,4874
0036-IHMOT,3,5892
4178-EGMON,3,4867
4220-TINQT,5,5632
5318-YKDPV,3,3716
7975-TZMLR,4,5029
0295-QVKPB,4,3099
4335-BSMJS,3,6201
9146-JRIOX,5,2080
5337-IIWKZ,4,5569
9650-VBUOG,3,3772
3487-EARAT,3,6325
2672-TGEFF,4,3746
8184-WMOFI,3,5327
6092-QZVPP,3,4830
4625-LAMOB,5,2404
0392-BZIUW,3,5678
6549-NNDYT,3,2444
0422-OHQHQ,5,3009
6916-HIJSE,4,5434
2316-ESMLS,3,3882
9778-OGKQZ,3,5883
7408-OFWXJ,3,5762
6007-TCTST,3,5841
2252-NKNSI,3,4322
8713-IGZSO,3,5983
7905-TVXTA,4,4771
7695-PKLCZ,4,4201
8374-UULRV,4,5965
3224-DFQNQ,3,4488
5275-PMFUT,3,4036
4795-UXVCJ,3,5823
9777-IQHWP,3,6249
0979-MOZQI,4,4987
2732-ISEZX,3,5263
0323-XWWTN,5,4315
1937-OTUKY,3,4332
1573-LGXBA,4,5833
1764-VUUMT,4,6382
4713-ZBURT,4,3333
3050-GBUSH,4,2496
7876-AEHIG,3,5404
7945-HLKEA,3,6408
9342-VNIMQ,3,5201
3199-NPKCN,3,5649
5170-PTRKA,4,4865
4661-NJEUX,3,5368
0048-LUMLS,5,5263
5898-IGSLP,3,2132
7997-EASSD,3,6063
0730-KOAVE,3,4219
8975-SKGRX,4,5027
0678-RLHVP,5,5731
2267-FPIMA,4,5548
1051-GEJLJ,5,4836
5285-MVEHD,4,4196
0379-DJQHR,3,4219
5543-QDCRY,4,5344
0297-RBCSG,4,2051
4694-PHWFW,4,5919
0835-JKADZ,4,4361
3865-YIOTT,3,6283
5993-BQHEA,3,4018
6024-RUGGH,3,6499
4079-WWQQQ,4,4266
6103-BOCOU,3,4501
5149-TGWDZ,4,3471
7471-WNSUF,3,4501
8942-DBMHZ,5,4883
4301-VVZKA,5,5432
9199-PWQVC,3,4010
5393-HJZSM,3,5324
0862-PRCBS,3,4121
8812-ZRHFP,3,2923
5146-CBVOE,5,5176
0454-OKRCT,4,5542
5787-KXGIY,3,4035
4198-VFOEA,3,2990
5709-LVOEQ,3,2048
2692-AQCPF,3,6047
0347-UBKUZ,4,3366
0835-DUUIQ,5,2050
0811-GSDTP,5,3540
7567-ECMCM,4,5128
6115-ZTBFQ,3,4119
6353-BRMMA,4,5795
6231-WFGFH,4,5053
6169-PPETC,4,2009
8584-KMVXD,3,2934
8467-WYNSR,3,2729
0851-DFJKB,4,4497
5382-SOYZL,4,3729
3261-CQXOL,3,4993
8388-FYNPZ,3,2401
4002-BQWPQ,3,5917
5651-YLPRD,5,4970
4378-BZYFP,3,2259
7764-BDPEE,4,5868
3429-IFLEM,3,4846
5002-GCQFH,3,5698
0556-FJEGU,4,4474
0604-THJFP,3,5446
5879-SESNB,3,5902
6461-PPAXN,4,4858
3318-ISQFQ,3,5409
1106-HRLKZ,5,2630
2483-XSSMZ,3,5531
8165-ZJRNM,5,4923
2604-XVDAM,4,5706
3717-OFRTN,5,3595
9046-JBFWA,3,4004
3280-NMUVX,5,4669
1206-EHBDD,3,6203
8361-LBRDI,3,6190
4883-KCPZJ,3,4386
9108-EQPNQ,5,3179
7277-KAMWT,3,3037
2545-LXYVJ,3,6317
3234-VKACU,3,4799
8120-JDCAM,4,3708
8917-FAEMR,3,3408
7047-YXDMZ,3,2366
0929-HYQEW,3,2085
6614-YOLAC,4,4151
7426-RHZGU,3,5017
4065-JJAVA,4,5262
7649-SIJJF,3,6045
9361-YNQWJ,5,5887
3748-FVMZZ,4,2664
9391-TTOYH,4,5652
1452-XRSJV,3,3154
3422-WJOYD,5,5105
7147-AYBAA,3,5402
6732-FZUGP,4,4510
8329-GWVPJ,5,4539
1352-VHKAJ,5,3773
2632-TACXW,4,4671
8146-QQKZH,4,4090
1767-CJKBA,4,6025
6445-TNRXS,3,5671
4581-LNWUM,3,3000
4869-EPIUS,5,5344
1915-OAKWD,3,2870
7296-PIXQY,4,5819
3354-OADJP,3,2237
3524-WQDSG,3,3280
0810-DHDBD,3,5806
4026-SKKHW,3,2166
2829-HYVZP,4,5696
3845-JHAMY,5,2069
7013-PSXHK,4,2047
3486-NPGST,5,2691
6100-FJZDG,5,2403
1730-VFMWO,5,4352
7143-BQIBA,3,3415
3800-LYTRK,4,4978
9646-NMHXE,5,2021
7030-NJVDP,3,5436
7771-ZONAT,4,4574
2111-DWYHN,5,2810
4194-WHFCB,3,5266
4121-AGSIN,4,4455
0455-XFASS,3,5998
0301-KOBTQ,5,3398
4367-NUYAO,5,4950
9170-ARBTB,3,4848
7241-AJHFS,3,2426
4546-FOKWR,5,3574
9036-CSKBW,3,5446
5832-TRLPB,3,4422
8590-YFFQO,3,5669
8659-IOOPU,3,6171
1338-CECEE,4,3877
7439-DKZTW,4,3154
4646-QZXTF,3,5928
9742-XOKTS,3,6194
6921-OZMFH,3,3598
9578-FOMUK,3,3965
4712-UYOOI,3,3402
7722-CVFXN,5,5546
8717-VCTXJ,3,5293
7363-QTBIW,5,4654
4159-NAAIX,3,4769
0971-QIFJK,3,4884
9397-TZSHA,5,5294
3391-JSQEW,4,2454
0343-QLUZP,3,5544
3312-UUMZW,4,3981
1271-UODNO,3,2380
8461-EFQYM,3,2997
6900-RBKER,3,5386
6891-JPYFF,3,4275
1459-QNFQT,4,4031
1047-NNCBF,3,5790
3696-XRIEN,4,5258
0074-HDKDG,3,3807
8791-GFXLZ,5,4244
9330-DHBFL,4,2072
0098-BOWSO,5,3792
5859-HZYLF,5,4347
3156-QLHBO,3,4725
2208-NQBCT,3,2817
6621-NRZAK,5,5975
0831-JNISG,4,5406
0774-IFUVM,3,5942
9553-DLCLU,3,5407
1641-BYBTK,4,3478
2446-ZKVAF,5,5558
3522-CDKHF,3,3131
1430-SFQSA,4,3898
0411-EZJZE,4,4830
8807-ARQET,5,2454
8992-CEUEN,4,5084
4320-QMLLA,3,3481
8777-PVYGU,4,4405
8292-ITGYJ,4,3043
6870-ZWMNX,4,5115
0621-CXBKL,5,4116
5334-JLAXU,3,5267
9359-UGBTK,3,4910
6479-OAUSD,3,2130
7129-ACFOG,4,2182
4189-NAKJS,3,3130
5562-BETPV,3,2539
9127-FHJBZ,3,4558
6994-ORCWG,5,4423
1346-UFHAX,3,5577
2933-XEUJM,4,2007
4835-YSJMR,4,2202
3164-YAXFY,4,5594
0887-WBJVH,4,4700
4660-IRIBM,4,5192
7670-ZBPOQ,4,4411
0080-OROZO,3,3244
3916-NRPAP,5,5806
6807-SIWJI,4,2709
8221-HVAYI,3,3945
5232-NXPAY,3,3459
8967-SZQAS,5,3185
0455-ENTCR,4,5012
8944-AILEF,5,2483
5542-NKVRU,3,2574
7126-RBHSD,3,2362
5370-IIVVL,3,4812
6789-HJBWG,3,5007
9087-EYCPR,3,6355
6791-YBNAK,3,4134
6077-BDPXA,3,2228
0013-MHZWF,3,5108
8268-YDIXR,3,4778
4291-SHSBH,3,4704
6980-IMXXE,5,5267
0040-HALCW,4,6393
0784-GTUUK,4,4811
2294-DMMUS,5,5057
0872-JCPIB,4,3921
3055-MJDSB,5,2323
9091-WTUUY,4,4226
7115-IRDHS,5,5065
8496-DMZUK,4,3171
2040-VZIKE,3,5417
9068-VPWQQ,4,6466
0178-SZBHO,3,3760
0384-RVBPI,3,2120
1299-AURJA,4,5907
4525-VZCZG,4,5915
2788-CJQAQ,5,3799
0319-QZTCO,3,3654
2120-SMPEX,5,3848
0096-FCPUF,3,5039
0668-OGMHD,4,3766
9408-HRXRK,4,5915
5593-SUAOO,5,2404
6766-HFKLA,5,4534
7617-EYGLW,3,5820
2226-ICFDO,4,6361
5529-GIBVH,3,2618
9992-UJOEL,5,5870
4741-WWJQZ,3,5251
6625-UTXEW,3,3097
6244-BESBM,4,6166
2612-PHGOX,4,4222
8480-PPONV,3,6349
8780-IHCRN,4,4392
4598-ZADCK,3,5183
1257-SXUXQ,3,4573
7182-OVLBJ,3,5735
5095-ETBRJ,4,4702
4821-WQOYN,4,4603
4730-AWNAU,3,3671
3452-FLHYD,4,5682
9531-NSBMR,3,4904
6260-ONULR,5,2438
4389-UEFCZ,3,5551
8711-LOBKY,3,6144
8985-OOPOS,5,2900
8800-ZKRFW,4,3094
2616-FLVQC,3,6036
9968-FFVVH,3,5082
8390-FESFV,4,5466
3022-BEXHZ,4,6060
6248-TKCQV,3,5880
6198-ZFIOJ,3,3469
5989-OMNJE,4,5623
1291-CUOCY,3,5444
9795-SHUHB,3,5313
3230-IUALN,3,2934
0042-RLHYP,5,4131
4945-RVMTE,3,3354
1866-NXPSP,4,3235
3941-XTSKM,4,3844
1661-CZBAU,3,2667
5158-RIVOP,5,5359
9788-YTFGE,3,3331
9277-JOOMO,4,5756
1907-YLNYW,3,4490
8947-YRTDV,4,5288
3161-ONRWK,3,4053
0114-RSRRW,4,3831
4565-NLZBV,4,4015
6682-VCIXC,3,5656
6475-VHUIZ,5,5140
3910-MRQOY,3,5398
0661-WCQNQ,4,3733
7537-RBWEA,5,3513
4656-CAURT,3,6059
0121-SNYRK,3,5052
3733-LSYCE,5,4891
6265-FRMTQ,3,5363
1371-DWPAZ,4,4740
2017-CCBLH,3,3087
7690-KPNCU,3,4515
0536-BGFMZ,4,5145
2293-IJWPS,3,6354
5469-NUJUR,4,2831
2625-TRCZQ,3,5528
4102-HLENU,3,5441
7266-GSSJX,5,2606
7722-VJRQD,4,4147
7073-QETQY,5,4845
5624-RYAMH,4,4283
0196-JTUQI,5,5841
7130-YXBRO,3,2319
9272-LSVYH,3,3963
3084-DOWLE,3,6434
1084-MNSMJ,3,6261
6250-CGGUN,3,4154
5478-JJVZK,4,3009
7596-IIWYC,3,5250
9793-WECQC,3,5029
4291-HPAXL,3,4840
8999-YPYBV,3,3403
1839-FBNFR,5,3032
3071-MVJCD,3,4162
1697-BCSHV,5,6433
0562-KBDVM,3,4442
1131-SUEKT,3,4000
3717-OEAUQ,4,2388
4538-WNTMJ,3,3979
9432-RUVSL,3,3262
8060-HIWJJ,4,4934
7684-XSZIY,4,5160
9089-UOWJG,4,5068
8039-ACLPL,3,4505
9885-AIBVB,3,2568
1934-MKPXS,5,3636
2592-YKDIF,3,5774
2272-JKMSI,4,4306
8714-CTZJW,3,3154
3569-EDBPQ,3,2198
3131-NWVFJ,3,5620
7521-YXVZY,5,4430
2373-NTKOD,5,3026
1970-KKFWL,3,2416
9337-SRRNI,4,6019
0895-UADGO,3,5489
5678-VFNEQ,4,4695
5977-CKHON,3,3853
1830-GGFNM,4,4603
5302-BDJNT,3,3715
5223-UZAVK,5,4986
4859-ZSRDZ,3,4080
9350-VLHMB,4,6111
3498-LZGQZ,5,6373
8785-CJSHH,4,6213
3870-SPZSI,5,4203
7560-QRBXH,3,3396
7077-XJMET,4,5426
4652-ODEVH,5,3586
6510-UPNKS,3,4402
6718-BDGHG,3,4000
9046-DQMTP,3,5876
6439-LAJXL,3,2452
1666-JZPZT,3,5428
5777-KJIRB,5,2449
7677-SJJJK,5,3152
3253-HKOKL,3,4811
7055-HNEOJ,4,2662
5514-YQENT,5,5038
3211-AAPKX,3,3300
8445-DNBAE,4,5523
2958-NHPPS,5,4263
1735-XMJVH,3,5416
6890-PFRQX,3,4466
5899-OUVKV,3,3949
8681-ICONS,3,4667
1621-YNCJH,3,4505
6362-QHAFM,3,5106
3070-BDOQC,4,4616
6234-PFPXL,3,3207
9824-QCJPK,3,4175
4283-IVYCI,3,3013
1866-OBPNR,5,5494
8205-MQUGY,3,3582
8970-ANWXO,3,3483
9480-BQJEI,4,6468
6979-TNDEU,3,2879
9777-WJJPR,4,4821
9495-SKLKD,5,5322
5067-DGXLL,4,5736
6281-FKEWS,5,3910
8898-KASCD,3,3752
9242-TKFSV,4,4969
0743-HNPFG,3,5628
5035-PGZXH,3,6161
8695-WDYEA,4,4483
6543-JXSOO,3,3794
8605-ITULD,3,5750
6416-YJTTB,4,2278
4472-VESGY,4,5123
3195-TQDZX,5,4050
3128-YOVTD,3,6321
7041-TXQJH,5,5924
5014-GSOUQ,4,2884
5724-BIDBU,3,5601
1769-GRUIK,5,4911
8819-WFGGJ,3,4601
7427-AUFPY,5,5708
7898-PDWQE,3,5228
9972-EWRJS,4,5154
9314-IJWSQ,3,2452
5799-JRCZO,5,4370
1921-KYSAY,4,4572
6198-RTPMF,4,4756
2924-KHUVI,3,4847
1925-GMVBW,3,5967
6184-DYUOB,3,2941
9207-ZPANB,3,5042
9327-QSDED,5,3266
1656-DRSMG,5,5775
3012-VFFMN,3,4058
2984-AFWNC,3,2813
0640-YJTPY,5,4974
8096-LOIST,5,3384
9764-REAFF,4,4375
7107-UBYKY,5,4194
4881-GQJTW,4,2847
7876-DNYAP,5,5423
2882-WDTBA,4,5839
2091-GPPIQ,5,5050
5071-FBJFS,3,3147
2796-UUZZO,4,5157
2429-AYKKO,5,4790
9798-OPFEM,5,4791
3794-NFNCH,4,4715
5193-QLVZB,5,5882
7114-AEOZE,4,6213
5522-NYKPB,3,3153
6518-KZXCB,4,3403
2245-ADZFJ,4,3491
7776-QGYJC,5,2042
9313-QOLTZ,3,5895
4672-FOTSD,3,4334
9818-XQCUV,3,5994
7338-ERIVA,3,4003
8259-NFJTV,3,5996
6968-GMKPR,3,5167
4751-ERMAN,3,4171
1436-ZMJAN,5,2709
0799-DDIHE,5,3103
3070-FNFZQ,4,4698
2812-SFXMJ,3,4221
5014-WUQMG,3,5793
5312-TSZVC,5,4818
2782-JEEBU,4,3378
5127-BZENZ,3,4775
2720-FVBQP,3,3061
4522-XRWWI,3,4397
3766-EJLFL,4,6391
5939-SXWHM,3,2111
7643-RCHXS,4,4566
8246-SHFGA,3,2842
0620-XEFWH,4,5279
6485-QXWWE,3,4535
7321-VGNKU,3,4917
5327-CNLUQ,4,2613
7552-KEYGT,4,4430
5816-JMLGY,5,6367
2927-QRRQV,4,4120
6265-SXWBU,4,5561
7941-RCJOW,5,4309
2387-KDZQY,4,2185
3584-WKTTW,4,4053
3399-BMLVW,3,4994
1971-DTCZB,3,6091
3374-PZLXD,3,4136
3813-DHBBB,3,6395
2812-REYAT,5,5579
6518-PPLMZ,3,4497
4939-KYYPY,4,4818
5930-GBIWP,4,5286
6022-KOUQO,4,4998
2361-UPSND,3,5433
6035-RIIOM,5,4971
9504-DSHWM,3,5924
5035-BVCXS,4,4278
3533-UVMOM,3,5036
1478-VPOAD,5,4633
9995-HOTOH,3,5639
2988-PLAHS,5,2754
1371-OJCEK,5,4200
4999-IEZLT,3,5112
8883-ANODQ,5,5045
2351-RRBUE,4,3575
5980-BDHPY,3,5993
1498-DQNRX,4,2712
9469-WEJBT,3,3347
2581-VKIRT,3,5631
2851-MMUTZ,3,3056
3307-TLCUD,3,4207
6625-FLENO,5,4927
2967-MXRAV,3,5160
8189-HBVRW,3,5249
4163-KIUHY,4,2980
3500-NSDOA,4,5540
1171-TYKUR,3,3159
1219-NNDDO,5,4834
8388-DMKAE,5,2653
4403-BWPAY,4,4527
9659-QEQSY,3,3974
5405-ZMYXQ,5,2142
1442-OKRJE,4,4663
4737-AQCPU,3,4658
2808-CHTDM,5,2267
0793-TWELN,3,2841
3283-WCWXT,3,2882
5451-MHQOF,3,5623
4836-WNFNO,4,6126
9225-BZLNZ,3,6275
0354-VXMJC,5,4617
4422-QVIJA,3,5879
8332-OSJDW,4,3277
4735-BJKOU,5,3915
0274-JKUJR,3,3332
5740-YHGTW,4,4551
8917-SZTTJ,5,6315
1696-MZVAU,3,4259
7359-WWYJV,4,6274
4906-ZHGPK,3,5276
3795-GWTRD,4,4626
1298-PHBTI,3,5952
6223-DHJGV,4,5956
6961-MJKBO,4,4342
8158-WPEZG,4,4986
0727-BNRLG,3,5709
6435-SRWBJ,4,5269
9964-WBQDJ,5,4412
6303-KFWSL,4,5481
1702-CCFNJ,3,4729
8932-CZHRQ,4,5395
0386-CWRGM,4,2320
5515-RUGKN,5,5317
0404-AHASP,3,6436
7279-NMVJC,4,2093
2081-VEYEH,3,5653
9060-HJJRW,4,4380
2587-YNLES,4,5874
7398-SKNQZ,5,2330
1958-RNRKS,4,3712
5136-RGMZO,4,4443
8345-MVDYC,3,5937
8226-BXGES,3,5519
1015-OWJKI,4,5279
2040-XBAVJ,3,4700
8887-IPQNC,5,5014
8646-JCOMS,5,4958
1222-KJNZD,3,5918
0106-GHRQR,5,3360
3768-VHXQO,4,4833
8952-WCVCD,3,2719
2418-TPEUN,3,4681
3963-RYFNS,4,5567
8540-ZQGEA,5,4212
4137-JOPHL,4,5306
7801-CEDNV,3,3560
3658-QQJYD,4,5974
1803-BGNBD,3,3854
6950-TWMYB,3,4387
5848-FHRFC,4,5740
2243-FNMMI,3,4958
2511-MORQY,4,4322
5356-KZCKT,4,6490
9470-XCCEM,3,2622
6519-CFDBX,3,4964
3902-MIVLE,3,5113
0409-WTMPL,3,4761
8763-KIAFH,4,2269
3669-WHAFY,3,4144
3055-VTCGS,3,6312
3144-KMTWZ,4,6035
2007-QVGAW,4,6303
5207-PLSTK,4,5068
2155-AMQRX,3,2885
6181-AXXYF,4,4185
5091-HFAZW,3,2686
1568-LJSZU,3,4451
7416-CKTEP,4,6064
2586-CWXVV,4,4778
2348-KCJLT,3,2059
8401-EMUWF,3,4701
4193-IBKSW,3,6232
5377-NDTOU,3,4644
2474-LCNUE,5,2590
0839-QNXME,3,3986
3506-OVLKD,3,4419
6650-VJONK,4,5913
2178-PMGCJ,3,4838
7492-TAFJD,4,3345
2773-MADBQ,3,2751
6016-LVTJQ,3,5099
7860-KSUGX,3,6330
8966-KZXXA,3,3040
5149-QYTTU,3,5647
2085-BOJKI,5,5228
0817-HSUSE,5,2954
5442-PPTJY,4,5104
1927-QEWMY,4,6302
1663-MHLHE,3,4629
4450-MDZFX,5,5100
6701-DHKWQ,3,4159
7554-AKDQF,4,4227
0794-YVSGE,3,5265
5423-BHIXO,5,4454
6908-VVYHM,5,6358
2959-EEXWB,3,3937
1839-UMACK,5,3756
3030-YDNRM,4,5514
7321-KKSDU,4,3114
8286-AFUYI,4,5092
8356-WUAOJ,5,5669
9350-ZXYJC,3,3808
8958-JPTRR,5,5052
6959-GQEGV,4,2185
3173-WSSUE,3,5921
1265-HVPZB,3,6432
4115-UMJFQ,5,4043
7369-TRPFD,3,2916
1098-KFQEC,5,5366
7190-XHTWJ,5,4705
5296-BFCYD,5,3392
9359-JANWS,4,5657
3279-DYZQM,4,5497
9575-IWCAZ,4,5161
7940-UQQUG,4,5133
3961-SXAXY,5,5925
7010-BRBUU,4,4264
3566-HJGPK,4,3173
3062-ICYZQ,3,5457
9938-PRCVK,3,2902
0973-KYVNF,3,5176
5129-HHMZC,4,3110
9637-CDTKZ,3,4965
3946-JEWRQ,5,4977
7873-CVMAW,4,6468
0463-WZZKO,5,2406
4524-QCSSM,4,4512
5832-EXGTT,3,5517
2039-JONDJ,3,3616
7217-JYHOQ,3,3359
6695-FRVEC,3,5356
9894-QMIMJ,3,2499
8069-YQQAJ,5,3448
3466-WAESX,4,5172
9281-PKKZE,3,4818
3638-VBZTA,4,4280
7459-IMVYU,3,5858
8563-OYMQY,5,5687
0754-EEBDC,4,2347
5777-ZPQNC,5,4628
1951-IEYXM,3,4528
3318-NMQXL,3,4345
1022-RKXDR,3,3089
2361-FJWNO,3,5323
2272-UOINI,4,3601
8232-UTFOZ,4,4328
3750-YHRYO,5,2874
6637-KYRCV,3,5973
5668-MEISB,4,5146
0129-QMPDR,3,3093
7188-CBBBA,5,6153
5356-CSVSQ,5,5277
3221-CJMSG,5,2515
2801-NISEI,3,3407
4623-ZKHLY,4,3727
6732-VAILE,5,6354
8201-AAXCB,4,3192
7696-CFTAT,3,2745
2123-VSCOT,5,6225
2018-QKYGT,5,4396
2792-VPPET,5,5296
7409-JURKQ,3,5713
3247-MHJKM,3,3586
1964-SVLEA,4,2860
7297-DVYGA,5,5089
2239-CGBUZ,3,4207
0854-UYHZD,4,2816
7243-LCGGZ,5,3901
8267-KFGYD,3,3389
4890-VMUAV,3,5342
9261-WDCAF,5,2168
3764-MNMOI,4,2776
7442-YGZFK,4,4796
8229-BUJHX,4,4941
7449-HVPIV,5,4603
5504-WSIUR,3,5327
8466-PZBLH,3,4743
8735-IJJEG,3,4253
0564-MUUQK,3,3186
0701-RFGFI,5,6136
0019-EFAEP,3,5513
5619-PTMIK,3,3358
3737-XBQDD,4,2941
5882-CMAZQ,5,5100
5846-QFDFI,3,3648
4445-KWOKW,3,5988
3511-APPBJ,3,3515
7967-HYCDE,5,4946
2430-RRYUW,4,4621
5447-WZAFP,4,5377
5110-CHOPY,3,4173
4425-OWHWB,5,5811
7892-QVYKW,3,3513
9675-ICXCT,5,4689
4703-MQYKT,4,4562
0602-DDUML,3,4487
2208-MPXIO,4,5169
1960-UYCNN,3,4810
3190-FZATL,5,5770
7336-RLLRH,3,4732
7710-JSYOA,5,5205
9885-MFVSU,4,4577
0607-MVMGC,3,2595
3365-SAIGS,5,5564
8022-BECSI,5,2203
9993-LHIEB,3,4792
0266-CLZKZ,5,6383
3977-QCRSL,4,5020
0017-DINOC,4,5435
7639-OPLNG,3,5085
1492-QGCLU,5,5957
7328-OWMOM,3,3086
4418-LZMSV,3,4749
5155-AZQPB,5,5250
1087-GRUYI,5,3756
2546-KZAAT,5,5211
0181-RITDD,4,5298
5989-PGKJB,5,3511
8272-ONJLV,5,5527
1488-PBLJN,3,4055
3778-FOAQW,3,3573
4452-ROHMO,3,2722
3090-LETTY,4,3172
5349-AZPEW,5,2071
9720-JJJOR,3,4565
8100-HZZLJ,3,4205
7398-HPYZQ,4,5007
3546-GHEAE,5,2600
2550-QHZGP,5,4271
7519-JTWQH,4,4803
2538-OIMXF,5,3065
8543-MSDMF,4,5528
1170-SASML,5,5976
4872-JCVCA,3,4795
5346-BZCHP,5,6408
2038-LLMLM,5,4304
1216-BGTSP,3,5093
4138-NAXED,3,4121
0744-BIKKF,3,4621
7483-IQWIB,4,3462
5248-KWLAR,4,6483
7996-MHXLW,5,6141
7833-PKIHD,3,6385
7061-OVMIM,3,5203
5153-RTHKF,5,3818
1852-QSWCD,3,6281
9079-LWTFD,3,2508
3392-EHMNK,4,4803
5986-WWXDV,3,2607
3061-BCKYI,3,3854
7228-PAQPD,4,5718
7746-QYVCO,3,2464
5804-HYIEZ,4,4583
5934-TSSAU,5,5903
3486-KHMLI,4,5403
6784-XYJAE,3,4770
3933-DQPWX,3,5174
6661-EIPZC,4,3194
8957-THMOA,3,4263
2251-PYLPB,3,4766
5555-RNPGT,3,5212
1057-FOGLZ,3,4333
8087-LGYHQ,4,3475
4137-BTIKL,3,4766
2190-BCXEC,4,5257
6227-FBDXH,4,4237
2911-WDXMV,5,5334
4547-FZJWE,4,5712
7422-WNBTY,4,3348
0842-IWYCP,5,2626
3521-HTQTV,3,2026
3744-ZBHON,5,4369
3373-DIUUN,3,3047
8383-SGHJU,3,2853
7607-QKKTJ,4,2719
7707-PYBBH,4,2520
8984-HPEMB,3,4296
4139-DETXS,4,5265
9779-DPNEJ,5,4732
9805-FILKB,3,2325
5793-YOLJN,3,5046
0673-IGUQO,4,4845
4123-FCVCB,4,5942
8819-IMISP,4,4684
8311-UEUAB,3,5420
5858-EAFCZ,3,3498
1163-ONYEY,3,2748
5656-MJEFC,4,2673
6082-OQFBA,5,5460
8974-OVACP,4,3167
4010-YLMVT,4,5056
1379-FRVEB,4,4602
8612-GXIDD,3,2219
6288-CHQJB,4,5077
8160-HOWOX,4,4858
6648-INWPS,4,5271
4223-BKEOR,3,3302
1763-WQFUK,4,5258
1391-UBDAR,3,3042
8894-JVDCV,4,6494
2023-VQFDL,5,5379
1345-GKDZZ,4,2309
2014-MKGMH,4,4883
5628-FCGYG,4,4649
2560-WBWXF,4,5987
0248-IPDFW,4,5617
7978-DKUQH,5,4591
4335-UPJSI,3,2639
1784-EZDKJ,3,4640
9297-FVVDH,3,5928
8007-YYPWD,5,5218
7101-HRBLJ,3,4592
6635-CPNUN,5,5530
5453-YBTWV,3,4226
5039-LZRQT,5,2953
6418-PIQSP,4,4684
8220-OCUFY,4,4870
3995-WFCSM,5,3796
1895-QTKDO,5,5684
2038-OEQZH,5,3653
1178-PZGAB,4,5586
2626-VEEWG,5,4890
1657-DYMBM,3,4157
7311-MQJCH,4,2575
1136-XGEQU,3,4625
2530-FMFXO,3,4478
6844-DZKRF,4,4697
5970-GHJAW,5,3574
8879-XUAHX,3,6124
3689-MOZGR,5,4761
4195-PNGZS,5,5295
5003-XZWWO,4,4753
6922-NCEDI,4,6473
9891-NQDBD,3,3493
6131-IUNXN,4,3636
8548-AWOFC,3,5956
9798-DRYDS,5,4759
8532-UEFWH,3,4676
6296-DDOOR,4,4033
7951-VRDVK,4,4898
4815-YOSUK,3,4927
4365-MSDYN,5,4909
7036-TYDEC,5,5902
5802-ADBRC,3,6100
8076-FEZKJ,3,5039
5197-YPYBZ,3,2646
4312-GVYNH,3,5460
0839-JTCUD,3,4082
5494-WOZRZ,3,5770
2234-EOFPT,3,4278
8619-IJNDK,4,4374
8378-LKJAF,3,3738
1153-GNOLC,4,2855
3298-QEICA,4,4445
0788-DXBFY,3,4801
3496-LFSZU,5,2896
5242-UOWHD,3,4210
6479-SZPLM,5,5745
8097-VBQTZ,4,6092
4500-HKANN,5,3464
9917-KWRBE,3,2894
2212-LYASK,4,2068
1393-IMKZG,4,3270
8069-RHUXK,3,5655
2908-WGAXL,5,5243
3378-AJRAO,3,5331
